"subject" "lable" "Variable" "value" "dimension" "average"
"8468" 2 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Y" -0.1878421317125
"8469" 2 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Y" 0.0962091607617021
"8470" 2 "SITTING" "fBodyAccJerk" "mean" "Y" -0.977139702826087
"8471" 2 "STANDING" "fBodyAccJerk" "mean" "Y" -0.970851337962963
"8472" 2 "LAYING" "fBodyAccJerk" "mean" "Y" -0.982768250416667
"8473" 3 "WALKING" "fBodyAccJerk" "mean" "Y" -0.140508590224138
"8474" 3 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Y" -0.283772547471017
"8475" 3 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Y" -0.135938542632653
"8476" 3 "SITTING" "fBodyAccJerk" "mean" "Y" -0.954170151346154
"8477" 3 "STANDING" "fBodyAccJerk" "mean" "Y" -0.943497973606557
"8478" 3 "LAYING" "fBodyAccJerk" "mean" "Y" -0.968752113709677
"8479" 4 "WALKING" "fBodyAccJerk" "mean" "Y" -0.279553391533333
"8480" 4 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Y" -0.297805187243462
"8481" 4 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Y" -0.172941628735556
"8482" 4 "SITTING" "fBodyAccJerk" "mean" "Y" -0.9442983908
"8483" 4 "STANDING" "fBodyAccJerk" "mean" "Y" -0.937624242142857
"8484" 4 "LAYING" "fBodyAccJerk" "mean" "Y" -0.943969987222222
"8485" 5 "WALKING" "fBodyAccJerk" "mean" "Y" -0.181055554206071
"8486" 5 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Y" -0.19681792087234
"8487" 5 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Y" -0.0568032957531915
"8488" 5 "SITTING" "fBodyAccJerk" "mean" "Y" -0.954237489772727
"8489" 5 "STANDING" "fBodyAccJerk" "mean" "Y" -0.93137020875
"8490" 5 "LAYING" "fBodyAccJerk" "mean" "Y" -0.965328566153846
"8491" 6 "WALKING" "fBodyAccJerk" "mean" "Y" -0.0753742321614035
"8492" 6 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Y" -0.122991594331373
"8493" 6 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Y" 0.1372024523
"8494" 6 "SITTING" "fBodyAccJerk" "mean" "Y" -0.947070821272727
"8495" 6 "STANDING" "fBodyAccJerk" "mean" "Y" -0.951405464912281
"8496" 6 "LAYING" "fBodyAccJerk" "mean" "Y" -0.936043420175439
"8497" 7 "WALKING" "fBodyAccJerk" "mean" "Y" -0.123192887383684
"8498" 7 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Y" -0.53707567
"8499" 7 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Y" -0.316236510319149
"8500" 7 "SITTING" "fBodyAccJerk" "mean" "Y" -0.969423612916667
"8501" 7 "STANDING" "fBodyAccJerk" "mean" "Y" -0.967165093018868
"8502" 7 "LAYING" "fBodyAccJerk" "mean" "Y" -0.972531648846154
"8503" 8 "WALKING" "fBodyAccJerk" "mean" "Y" 0.0796832872416667
"8504" 8 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Y" -0.0257952590634146
"8505" 8 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Y" 0.220639687868421
"8506" 8 "SITTING" "fBodyAccJerk" "mean" "Y" -0.980221104565217
"8507" 8 "STANDING" "fBodyAccJerk" "mean" "Y" -0.976177675
"8508" 8 "LAYING" "fBodyAccJerk" "mean" "Y" -0.975877437407407
"8509" 9 "WALKING" "fBodyAccJerk" "mean" "Y" -0.367706595
"8510" 9 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Y" -0.608498592040816
"8511" 9 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Y" -0.313643041809524
"8512" 9 "SITTING" "fBodyAccJerk" "mean" "Y" -0.9580073906
"8513" 9 "STANDING" "fBodyAccJerk" "mean" "Y" -0.962624298888889
"8514" 9 "LAYING" "fBodyAccJerk" "mean" "Y" -0.9640828062
"8515" 10 "WALKING" "fBodyAccJerk" "mean" "Y" 0.0309052018326415
"8516" 10 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Y" -0.206872839212766
"8517" 10 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Y" -0.119504295573684
"8518" 10 "SITTING" "fBodyAccJerk" "mean" "Y" -0.980962856111111
"8519" 10 "STANDING" "fBodyAccJerk" "mean" "Y" -0.942187760454545
"8520" 10 "LAYING" "fBodyAccJerk" "mean" "Y" -0.968039173793103
"8521" 11 "WALKING" "fBodyAccJerk" "mean" "Y" -0.241801726186441
"8522" 11 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Y" -0.455317917037037
"8523" 11 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Y" -0.177479240097826
"8524" 11 "SITTING" "fBodyAccJerk" "mean" "Y" -0.967454617735849
"8525" 11 "STANDING" "fBodyAccJerk" "mean" "Y" -0.979287024255319
"8526" 11 "LAYING" "fBodyAccJerk" "mean" "Y" -0.973882496666667
"8527" 12 "WALKING" "fBodyAccJerk" "mean" "Y" -0.1413740705982
"8528" 12 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Y" -0.333077590961538
"8529" 12 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Y" 0.00639406888695652
"8530" 12 "SITTING" "fBodyAccJerk" "mean" "Y" -0.964236191372549
"8531" 12 "STANDING" "fBodyAccJerk" "mean" "Y" -0.95329178
"8532" 12 "LAYING" "fBodyAccJerk" "mean" "Y" -0.963223332
"8533" 13 "WALKING" "fBodyAccJerk" "mean" "Y" -0.0439195137368421
"8534" 13 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Y" -0.368996179072727
"8535" 13 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Y" -0.207812348246809
"8536" 13 "SITTING" "fBodyAccJerk" "mean" "Y" -0.983914101836735
"8537" 13 "STANDING" "fBodyAccJerk" "mean" "Y" -0.977752775438597
"8538" 13 "LAYING" "fBodyAccJerk" "mean" "Y" -0.980375137419355
"8539" 14 "WALKING" "fBodyAccJerk" "mean" "Y" -0.376766600508475
"8540" 14 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Y" -0.347606639592593
"8541" 14 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Y" 0.164775056133333
"8542" 14 "SITTING" "fBodyAccJerk" "mean" "Y" -0.968951769814815
"8543" 14 "STANDING" "fBodyAccJerk" "mean" "Y" -0.967249904833333
"8544" 14 "LAYING" "fBodyAccJerk" "mean" "Y" -0.969342124313725
"8545" 15 "WALKING" "fBodyAccJerk" "mean" "Y" -0.0669378062222222
"8546" 15 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Y" -0.338102216666667
"8547" 15 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Y" -0.0269769415214286
"8548" 15 "SITTING" "fBodyAccJerk" "mean" "Y" -0.978159013220339
"8549" 15 "STANDING" "fBodyAccJerk" "mean" "Y" -0.967884709433962
"8550" 15 "LAYING" "fBodyAccJerk" "mean" "Y" -0.970833221666667
"8551" 16 "WALKING" "fBodyAccJerk" "mean" "Y" -0.454270822156863
"8552" 16 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Y" -0.468605205294118
"8553" 16 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Y" -0.289957855489362
"8554" 16 "SITTING" "fBodyAccJerk" "mean" "Y" -0.981752167391304
"8555" 16 "STANDING" "fBodyAccJerk" "mean" "Y" -0.982425403974359
"8556" 16 "LAYING" "fBodyAccJerk" "mean" "Y" -0.984752927142857
"8557" 17 "WALKING" "fBodyAccJerk" "mean" "Y" -0.194232721737705
"8558" 17 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Y" -0.37705192875
"8559" 17 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Y" -0.351268404347826
"8560" 17 "SITTING" "fBodyAccJerk" "mean" "Y" -0.9883274196875
"8561" 17 "STANDING" "fBodyAccJerk" "mean" "Y" -0.986278342435897
"8562" 17 "LAYING" "fBodyAccJerk" "mean" "Y" -0.977212387746479
"8563" 18 "WALKING" "fBodyAccJerk" "mean" "Y" -0.361908549464286
"8564" 18 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Y" -0.579650286034483
"8565" 18 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Y" -0.465982666363636
"8566" 18 "SITTING" "fBodyAccJerk" "mean" "Y" -0.983642391578947
"8567" 18 "STANDING" "fBodyAccJerk" "mean" "Y" -0.975243689589041
"8568" 18 "LAYING" "fBodyAccJerk" "mean" "Y" -0.985865325230769
"8569" 19 "WALKING" "fBodyAccJerk" "mean" "Y" 0.0107318703980769
"8570" 19 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Y" -0.073928372175
"8571" 19 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Y" 0.276716853307692
"8572" 19 "SITTING" "fBodyAccJerk" "mean" "Y" -0.979141571643836
"8573" 19 "STANDING" "fBodyAccJerk" "mean" "Y" -0.970011345890411
"8574" 19 "LAYING" "fBodyAccJerk" "mean" "Y" -0.974878270963855
"8575" 20 "WALKING" "fBodyAccJerk" "mean" "Y" 0.157933952294118
"8576" 20 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Y" -0.312161098966667
"8577" 20 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Y" 0.20582901724
"8578" 20 "SITTING" "fBodyAccJerk" "mean" "Y" -0.971158287575758
"8579" 20 "STANDING" "fBodyAccJerk" "mean" "Y" -0.935717554109589
"8580" 20 "LAYING" "fBodyAccJerk" "mean" "Y" -0.9772207075
"8581" 21 "WALKING" "fBodyAccJerk" "mean" "Y" -0.112564739084615
"8582" 21 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Y" -0.205067301297872
"8583" 21 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Y" -0.107306347733333
"8584" 21 "SITTING" "fBodyAccJerk" "mean" "Y" -0.979180438588235
"8585" 21 "STANDING" "fBodyAccJerk" "mean" "Y" -0.964503015505618
"8586" 21 "LAYING" "fBodyAccJerk" "mean" "Y" -0.972039417111111
"8587" 22 "WALKING" "fBodyAccJerk" "mean" "Y" 0.159995613695652
"8588" 22 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Y" -0.0751829281833333
"8589" 22 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Y" -0.00309155313333333
"8590" 22 "SITTING" "fBodyAccJerk" "mean" "Y" -0.963129472580645
"8591" 22 "STANDING" "fBodyAccJerk" "mean" "Y" -0.952141454126984
"8592" 22 "LAYING" "fBodyAccJerk" "mean" "Y" -0.954833264305556
"8593" 23 "WALKING" "fBodyAccJerk" "mean" "Y" -0.155488720747458
"8594" 23 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Y" -0.326236287627451
"8595" 23 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Y" -0.0724504562777778
"8596" 23 "SITTING" "fBodyAccJerk" "mean" "Y" -0.978136218235294
"8597" 23 "STANDING" "fBodyAccJerk" "mean" "Y" -0.975176561617647
"8598" 23 "LAYING" "fBodyAccJerk" "mean" "Y" -0.988230264166667
"8599" 24 "WALKING" "fBodyAccJerk" "mean" "Y" -0.352829307068966
"8600" 24 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Y" -0.527604243559322
"8601" 24 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Y" -0.2258243574
"8602" 24 "SITTING" "fBodyAccJerk" "mean" "Y" -0.979228238382353
"8603" 24 "STANDING" "fBodyAccJerk" "mean" "Y" -0.967720592463768
"8604" 24 "LAYING" "fBodyAccJerk" "mean" "Y" -0.982140613888889
"8605" 25 "WALKING" "fBodyAccJerk" "mean" "Y" -0.43445519972973
"8606" 25 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Y" -0.640849424923077
"8607" 25 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Y" -0.415699643793103
"8608" 25 "SITTING" "fBodyAccJerk" "mean" "Y" -0.982957002923077
"8609" 25 "STANDING" "fBodyAccJerk" "mean" "Y" -0.972554452972973
"8610" 25 "LAYING" "fBodyAccJerk" "mean" "Y" -0.946802003561644
"8611" 26 "WALKING" "fBodyAccJerk" "mean" "Y" -0.298531982474576
"8612" 26 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Y" -0.419344696
"8613" 26 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Y" -0.165552378156
"8614" 26 "SITTING" "fBodyAccJerk" "mean" "Y" -0.985862886410256
"8615" 26 "STANDING" "fBodyAccJerk" "mean" "Y" -0.976267058648649
"8616" 26 "LAYING" "fBodyAccJerk" "mean" "Y" -0.987115080789474
"8617" 27 "WALKING" "fBodyAccJerk" "mean" "Y" -0.194767362438596
"8618" 27 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Y" -0.44246561254902
"8619" 27 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Y" -0.170975270611364
"8620" 27 "SITTING" "fBodyAccJerk" "mean" "Y" -0.985238583714286
"8621" 27 "STANDING" "fBodyAccJerk" "mean" "Y" -0.97586868
"8622" 27 "LAYING" "fBodyAccJerk" "mean" "Y" -0.985257277297297
"8623" 28 "WALKING" "fBodyAccJerk" "mean" "Y" -0.294548344814815
"8624" 28 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Y" -0.358009373333333
"8625" 28 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Y" -0.0127039720456522
"8626" 28 "SITTING" "fBodyAccJerk" "mean" "Y" -0.963054247083333
"8627" 28 "STANDING" "fBodyAccJerk" "mean" "Y" -0.93516897835443
"8628" 28 "LAYING" "fBodyAccJerk" "mean" "Y" -0.978094827375
"8629" 29 "WALKING" "fBodyAccJerk" "mean" "Y" -0.0880213408433962
"8630" 29 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Y" -0.408886605510204
"8631" 29 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Y" -0.0977850659541667
"8632" 29 "SITTING" "fBodyAccJerk" "mean" "Y" -0.983883193
"8633" 29 "STANDING" "fBodyAccJerk" "mean" "Y" -0.983194980615385
"8634" 29 "LAYING" "fBodyAccJerk" "mean" "Y" -0.989398823913043
"8635" 30 "WALKING" "fBodyAccJerk" "mean" "Y" -0.299525343907692
"8636" 30 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Y" -0.592919440769231
"8637" 30 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Y" -0.224992780432258
"8638" 30 "SITTING" "fBodyAccJerk" "mean" "Y" -0.980405717258064
"8639" 30 "STANDING" "fBodyAccJerk" "mean" "Y" -0.957434887457627
"8640" 30 "LAYING" "fBodyAccJerk" "mean" "Y" -0.971696279857143
"8641" 1 "WALKING" "fBodyAccJerk" "mean" "Z" -0.468999224631579
"8642" 1 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Z" -0.685474353962264
"8643" 1 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.288334735714286
"8644" 1 "SITTING" "fBodyAccJerk" "mean" "Z" -0.986053092340425
"8645" 1 "STANDING" "fBodyAccJerk" "mean" "Z" -0.990752166037736
"8646" 1 "LAYING" "fBodyAccJerk" "mean" "Z" -0.9480609042
"8647" 2 "WALKING" "fBodyAccJerk" "mean" "Z" -0.554956709661017
"8648" 2 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Z" -0.522728063333333
"8649" 2 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.271498721106383
"8650" 2 "SITTING" "fBodyAccJerk" "mean" "Z" -0.985129050217391
"8651" 2 "STANDING" "fBodyAccJerk" "mean" "Z" -0.979775152037037
"8652" 2 "LAYING" "fBodyAccJerk" "mean" "Z" -0.986197134583333
"8653" 3 "WALKING" "fBodyAccJerk" "mean" "Z" -0.514137255344828
"8654" 3 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Z" -0.677314534067797
"8655" 3 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.529059450612245
"8656" 3 "SITTING" "fBodyAccJerk" "mean" "Z" -0.970845669423077
"8657" 3 "STANDING" "fBodyAccJerk" "mean" "Z" -0.969174903442623
"8658" 3 "LAYING" "fBodyAccJerk" "mean" "Z" -0.979122344354839
"8659" 4 "WALKING" "fBodyAccJerk" "mean" "Z" -0.728991595666667
"8660" 4 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Z" -0.690106934230769
"8661" 4 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.583917371333333
"8662" 4 "SITTING" "fBodyAccJerk" "mean" "Z" -0.9751549056
"8663" 4 "STANDING" "fBodyAccJerk" "mean" "Z" -0.968648411607143
"8664" 4 "LAYING" "fBodyAccJerk" "mean" "Z" -0.975383329444444
"8665" 5 "WALKING" "fBodyAccJerk" "mean" "Z" -0.590496615535714
"8666" 5 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Z" -0.606717464680851
"8667" 5 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.491979946170213
"8668" 5 "SITTING" "fBodyAccJerk" "mean" "Z" -0.969501330681818
"8669" 5 "STANDING" "fBodyAccJerk" "mean" "Z" -0.958438726607143
"8670" 5 "LAYING" "fBodyAccJerk" "mean" "Z" -0.983250309423077
"8671" 6 "WALKING" "fBodyAccJerk" "mean" "Z" -0.541438616140351
"8672" 6 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Z" -0.549314615882353
"8673" 6 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.283086205125
"8674" 6 "SITTING" "fBodyAccJerk" "mean" "Z" -0.954199785636364
"8675" 6 "STANDING" "fBodyAccJerk" "mean" "Z" -0.963743518070175
"8676" 6 "LAYING" "fBodyAccJerk" "mean" "Z" -0.954425844736842
"8677" 7 "WALKING" "fBodyAccJerk" "mean" "Z" -0.106490372892632
"8678" 7 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Z" -0.581764526862745
"8679" 7 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.296494902765957
"8680" 7 "SITTING" "fBodyAccJerk" "mean" "Z" -0.968503504791667
"8681" 7 "STANDING" "fBodyAccJerk" "mean" "Z" -0.968229643018868
"8682" 7 "LAYING" "fBodyAccJerk" "mean" "Z" -0.969524977692308
"8683" 8 "WALKING" "fBodyAccJerk" "mean" "Z" -0.361563262083333
"8684" 8 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Z" -0.386655803658537
"8685" 8 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" 0.0586096890447368
"8686" 8 "SITTING" "fBodyAccJerk" "mean" "Z" -0.982995311086956
"8687" 8 "STANDING" "fBodyAccJerk" "mean" "Z" -0.979477193333333
"8688" 8 "LAYING" "fBodyAccJerk" "mean" "Z" -0.962111136666667
"8689" 9 "WALKING" "fBodyAccJerk" "mean" "Z" -0.399541245192308
"8690" 9 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Z" -0.615125710612245
"8691" 9 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.293677789595238
"8692" 9 "SITTING" "fBodyAccJerk" "mean" "Z" -0.9575269752
"8693" 9 "STANDING" "fBodyAccJerk" "mean" "Z" -0.967129200444444
"8694" 9 "LAYING" "fBodyAccJerk" "mean" "Z" -0.955909215
"8695" 10 "WALKING" "fBodyAccJerk" "mean" "Z" -0.464020508867925
"8696" 10 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Z" -0.553230667234043
"8697" 10 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.240679035428947
"8698" 10 "SITTING" "fBodyAccJerk" "mean" "Z" -0.986056767777778
"8699" 10 "STANDING" "fBodyAccJerk" "mean" "Z" -0.972241512272727
"8700" 10 "LAYING" "fBodyAccJerk" "mean" "Z" -0.972592212931034
"8701" 11 "WALKING" "fBodyAccJerk" "mean" "Z" -0.69259387220339
"8702" 11 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Z" -0.765387905555556
"8703" 11 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.530225529130435
"8704" 11 "SITTING" "fBodyAccJerk" "mean" "Z" -0.981124861320755
"8705" 11 "STANDING" "fBodyAccJerk" "mean" "Z" -0.988460788085106
"8706" 11 "LAYING" "fBodyAccJerk" "mean" "Z" -0.979564844210526
"8707" 12 "WALKING" "fBodyAccJerk" "mean" "Z" -0.4913861728
"8708" 12 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Z" -0.687929868653846
"8709" 12 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.451614324565217
"8710" 12 "SITTING" "fBodyAccJerk" "mean" "Z" -0.975551564117647
"8711" 12 "STANDING" "fBodyAccJerk" "mean" "Z" -0.971122527868852
"8712" 12 "LAYING" "fBodyAccJerk" "mean" "Z" -0.967149695166667
"8713" 13 "WALKING" "fBodyAccJerk" "mean" "Z" -0.342263716894737
"8714" 13 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Z" -0.631496434363636
"8715" 13 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.276138039897872
"8716" 13 "SITTING" "fBodyAccJerk" "mean" "Z" -0.985261204693878
"8717" 13 "STANDING" "fBodyAccJerk" "mean" "Z" -0.98460855877193
"8718" 13 "LAYING" "fBodyAccJerk" "mean" "Z" -0.980994601935484
"8719" 14 "WALKING" "fBodyAccJerk" "mean" "Z" -0.415899179152542
"8720" 14 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Z" -0.264008468333333
"8721" 14 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.0248789805888889
"8722" 14 "SITTING" "fBodyAccJerk" "mean" "Z" -0.97275196962963
"8723" 14 "STANDING" "fBodyAccJerk" "mean" "Z" -0.966718434333333
"8724" 14 "LAYING" "fBodyAccJerk" "mean" "Z" -0.968593195686275
"8725" 15 "WALKING" "fBodyAccJerk" "mean" "Z" -0.648905254074074
"8726" 15 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Z" -0.714554172708333
"8727" 15 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.345376541261905
"8728" 15 "SITTING" "fBodyAccJerk" "mean" "Z" -0.984908418474576
"8729" 15 "STANDING" "fBodyAccJerk" "mean" "Z" -0.982632302830189
"8730" 15 "LAYING" "fBodyAccJerk" "mean" "Z" -0.97477568375
"8731" 16 "WALKING" "fBodyAccJerk" "mean" "Z" -0.422332394117647
"8732" 16 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Z" -0.565220840588235
"8733" 16 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.241974080021277
"8734" 16 "SITTING" "fBodyAccJerk" "mean" "Z" -0.981178036811594
"8735" 16 "STANDING" "fBodyAccJerk" "mean" "Z" -0.986091891538462
"8736" 16 "LAYING" "fBodyAccJerk" "mean" "Z" -0.985544945285714
"8737" 17 "WALKING" "fBodyAccJerk" "mean" "Z" -0.523427055737705
"8738" 17 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Z" -0.633017707916667
"8739" 17 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.498668458043478
"8740" 17 "SITTING" "fBodyAccJerk" "mean" "Z" -0.9888280653125
"8741" 17 "STANDING" "fBodyAccJerk" "mean" "Z" -0.989563633076923
"8742" 17 "LAYING" "fBodyAccJerk" "mean" "Z" -0.98038005915493
"8743" 18 "WALKING" "fBodyAccJerk" "mean" "Z" -0.601147246785714
"8744" 18 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Z" -0.736149274137931
"8745" 18 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.622135895090909
"8746" 18 "SITTING" "fBodyAccJerk" "mean" "Z" -0.988689671578947
"8747" 18 "STANDING" "fBodyAccJerk" "mean" "Z" -0.986265653561644
"8748" 18 "LAYING" "fBodyAccJerk" "mean" "Z" -0.989116865846154
"8749" 19 "WALKING" "fBodyAccJerk" "mean" "Z" -0.129367902596154
"8750" 19 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Z" -0.3806571232
"8751" 19 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" 0.0595905768717949
"8752" 19 "SITTING" "fBodyAccJerk" "mean" "Z" -0.98398048
"8753" 19 "STANDING" "fBodyAccJerk" "mean" "Z" -0.983463295479452
"8754" 19 "LAYING" "fBodyAccJerk" "mean" "Z" -0.986506488795181
"8755" 20 "WALKING" "fBodyAccJerk" "mean" "Z" -0.34599447627451
"8756" 20 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Z" -0.492755895098039
"8757" 20 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.356220245355556
"8758" 20 "SITTING" "fBodyAccJerk" "mean" "Z" -0.973211461363636
"8759" 20 "STANDING" "fBodyAccJerk" "mean" "Z" -0.952741107945206
"8760" 20 "LAYING" "fBodyAccJerk" "mean" "Z" -0.982876212058823
"8761" 21 "WALKING" "fBodyAccJerk" "mean" "Z" -0.405700157884615
"8762" 21 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Z" -0.519815170851064
"8763" 21 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.196838264546667
"8764" 21 "SITTING" "fBodyAccJerk" "mean" "Z" -0.983434322941176
"8765" 21 "STANDING" "fBodyAccJerk" "mean" "Z" -0.974780645393258
"8766" 21 "LAYING" "fBodyAccJerk" "mean" "Z" -0.981630805333333
"8767" 22 "WALKING" "fBodyAccJerk" "mean" "Z" -0.281973435652174
"8768" 22 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Z" -0.414448875714286
"8769" 22 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.419534253611111
"8770" 22 "SITTING" "fBodyAccJerk" "mean" "Z" -0.975330718709677
"8771" 22 "STANDING" "fBodyAccJerk" "mean" "Z" -0.977567430952381
"8772" 22 "LAYING" "fBodyAccJerk" "mean" "Z" -0.970918941666667
"8773" 23 "WALKING" "fBodyAccJerk" "mean" "Z" -0.0572021324745763
"8774" 23 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Z" -0.346605238039216
"8775" 23 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" 0.157775692377778
"8776" 23 "SITTING" "fBodyAccJerk" "mean" "Z" -0.972656226029412
"8777" 23 "STANDING" "fBodyAccJerk" "mean" "Z" -0.969610229705882
"8778" 23 "LAYING" "fBodyAccJerk" "mean" "Z" -0.982415511805556
"8779" 24 "WALKING" "fBodyAccJerk" "mean" "Z" -0.469920224310345
"8780" 24 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Z" -0.48339098779661
"8781" 24 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.250000183381818
"8782" 24 "SITTING" "fBodyAccJerk" "mean" "Z" -0.981971300147059
